last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Rodríguez, Manuel,655889,CHC,FF,4-Seamer,3.6,3,88,29.3,22,0.294,0.588,0.445,33.3,22.7,23.8,0.29,0.564,0.435,50
Claudio, Alex,592222,LAA,FF,4-Seamer,5.8,5,83,14.1,21,0.412,0.824,0.598,11.5,14.3,9.7,0.424,0.94,0.594,50
Lovelady, Richard,663992,KC,FF,4-Seamer,1.8,2,101,32.1,21,0.294,0.353,0.364,30,33.3,29.2,0.273,0.326,0.343,50
Weems, Jordan,607179,ARI,FF,4-Seamer,5.6,5,80,59.7,21,0.313,0.875,0.536,12.8,9.5,9.1,0.366,0.853,0.549,57.1
García, Deivi,665620,NYY,FF,4-Seamer,4.2,3,63,41.2,21,0.333,0.722,0.476,20,19,18.2,0.311,0.703,0.461,50
Oswalt, Corey,621261,NYM,FF,4-Seamer,-0.7,-1,87,55.8,21,0.25,0.5,0.333,23.9,23.8,20,0.303,0.543,0.373,40
Graveman, Kendall,608665,HOU,FF,4-Seamer,0,0,75,8.6,20,0.176,0.235,0.258,37.5,55,24.4,0.193,0.258,0.271,66.7
Williams, Taylor,592865,MIA,FF,4-Seamer,2.6,2,69,31.5,20,0.353,0.412,0.393,6.9,5,5.3,0.291,0.398,0.358,43.8
Acevedo, Domingo,642758,OAK,FF,4-Seamer,3,3,88,50.6,20,0.375,0.75,0.52,16.3,10,8,0.267,0.454,0.386,35.7
Santana, Dennis,642701,TEX,FF,4-Seamer,5.9,3,53,5.8,20,0.235,0.588,0.395,24.2,40,21.1,0.228,0.564,0.383,33.3
Hanhold, Eric,621098,BAL,FF,4-Seamer,6.6,6,94,49.7,20,0.368,0.684,0.46,18.4,15,17.6,0.358,0.722,0.465,50
Edwards Jr., Carl,605218,TOR,FF,4-Seamer,1.1,1,69,62.2,20,0.389,0.722,0.46,27.3,20,28.6,0.294,0.537,0.356,46.7
Morimando, Shawn,596049,MIA,FF,4-Seamer,6.2,4,65,32.7,20,0.412,0.647,0.49,12.5,20,26.7,0.273,0.354,0.333,30.8
Harvey, Hunter,640451,BAL,FF,4-Seamer,1.7,2,89,64,20,0.263,0.632,0.43,4.7,15,15,0.232,0.408,0.293,31.3
Herget, Jimmy,623474,LAA,FF,4-Seamer,-0.3,0,74,24.7,20,0.235,0.353,0.32,21.9,15,16.7,0.248,0.321,0.315,28.6
Clippard, Tyler,461325,ARI,FF,4-Seamer,-4.5,-4,95,23.2,20,0.158,0.211,0.188,20.8,25,16.7,0.156,0.228,0.192,28.6
Gose, Anthony,543238,CLE,FF,4-Seamer,-2.4,-2,84,73,20,0.111,0.167,0.178,25.9,35,21.2,0.154,0.197,0.208,9.1
Sherfy, Jimmie,642073,LAD,FF,4-Seamer,-1.8,-1,81,35.2,19,0.188,0.375,0.274,19.5,5.3,5,0.306,0.623,0.404,37.5
Rosso, Ramón,665759,PHI,FF,4-Seamer,-2.1,-2,85,59,19,0.188,0.25,0.271,15.6,15.8,10.7,0.286,0.423,0.365,46.2
Raley, Brooks,548384,HOU,FF,4-Seamer,6.1,4,63,7.3,19,0.25,0.438,0.358,20,15.8,13.6,0.248,0.471,0.368,15.4
Marshall, Evan,605359,CWS,FF,4-Seamer,-0.6,-1,105,24.1,19,0.125,0.188,0.224,27.3,15.8,12.5,0.16,0.287,0.269,23.1
Llovera, Mauricio,661440,PHI,FF,4-Seamer,1.2,1,78,53.8,19,0.294,0.824,0.484,17.9,15.8,15,0.191,0.429,0.304,42.9
Jewell, Jake,657228,CHC,FF,4-Seamer,9.2,7,80,37.2,18,0.5,1.143,0.689,28.6,27.8,15.6,0.282,0.627,0.451,55.6
García, Edgar,658305,MIN,FF,4-Seamer,6.2,3,51,18.1,18,0.333,0.6,0.447,9.5,11.1,14.3,0.309,0.536,0.419,53.8
Tapia, Domingo,593619,KC,FF,4-Seamer,-2.1,-2,78,15,18,0.25,0.25,0.383,21.2,27.8,22.7,0.231,0.271,0.38,42.9
Menez, Conner,669214,SF,FF,4-Seamer,2.8,2,84,34,18,0.235,0.471,0.319,14.3,27.8,14.3,0.267,0.462,0.331,41.7
Knight, Dusten,643400,BAL,FF,4-Seamer,4.4,3,67,36,17,0.308,0.692,0.494,24,29.4,23.8,0.344,0.582,0.461,55.6
Lambert, Peter,663567,COL,FF,4-Seamer,11.3,5,47,38.2,17,0.588,1.059,0.7,8,0,0,0.393,0.763,0.484,52.9
Tice, Ty,676709,ATL,FF,4-Seamer,4.7,3,61,43,17,0.5,0.833,0.609,8,11.8,11.8,0.46,0.781,0.575,50
Strahm, Matt,621381,SD,FF,4-Seamer,3.2,2,63,46.3,17,0.5,0.688,0.516,21.1,17.6,12.5,0.297,0.431,0.313,35.7
Milone, Tommy,543548,TOR,FF,4-Seamer,5.9,4,75,31.1,17,0.529,1.176,0.762,10.3,11.8,13.3,0.341,0.635,0.412,53.3
Wisler, Matt,605538,TB,FF,4-Seamer,2.9,2,72,9.1,17,0.2,0.4,0.306,14.3,17.6,15.8,0.305,0.626,0.424,50
Coleman, Dylan,669395,KC,FF,4-Seamer,-3.1,-2,65,59.6,17,0.313,0.438,0.347,22.5,17.6,15,0.269,0.321,0.289,30.8
Guerra, Javy,457915,WSH,FF,4-Seamer,9.3,6,68,45.9,17,0.5,1.083,0.672,14.3,11.8,10,0.429,0.996,0.62,54.5
Stroman, Marcus,573186,NYM,FF,4-Seamer,-0.9,-1,72,2.6,16,0.286,0.357,0.334,37.8,31.3,16.1,0.336,0.603,0.435,44.4
Treinen, Blake,595014,LAD,FF,4-Seamer,-1.9,-2,82,7.5,16,0.133,0.2,0.178,35.9,62.5,20.8,0.132,0.184,0.172,20
Keuchel, Dallas,572971,CWS,FF,4-Seamer,0.1,0,59,2.2,16,0.25,0.688,0.384,3.1,0,0,0.314,0.734,0.43,56.3
O'Day, Darren,503285,NYY,FF,4-Seamer,-0.5,0,86,45.5,16,0.2,0.4,0.281,22.7,37.5,24,0.172,0.366,0.255,33.3
Meisinger, Ryan,664682,CHC,FF,4-Seamer,0.1,0,56,37.6,16,0.364,0.364,0.427,13.6,12.5,22.2,0.187,0.24,0.322,20
Chatwood, Tyler,543022,SF,FF,4-Seamer,8,4,47,8,16,0.5,0.667,0.556,16.7,18.8,30,0.393,0.593,0.49,55.6
McHugh, Collin,543521,TB,FF,4-Seamer,0,0,106,10.9,16,0.214,0.214,0.256,30.6,37.5,14.6,0.272,0.399,0.339,50
Kela, Keone,605309,SD,FF,4-Seamer,0.3,0,108,53.2,16,0.375,0.75,0.531,12.8,18.8,25,0.335,0.633,0.408,53.8
Holland, Derek,502706,DET,FF,4-Seamer,2.1,2,82,9.8,15,0.417,0.833,0.56,14.7,0,0,0.411,0.857,0.564,75
Ryan, Kyle,594986,CHC,FF,4-Seamer,4.1,2,59,26.2,15,0.286,0.786,0.457,29.4,33.3,41.7,0.328,0.635,0.427,44.4
Yajure, Miguel,664337,PIT,FF,4-Seamer,4.9,3,62,25.9,15,0.429,1.286,0.7,15,20,25,0.442,1.124,0.648,54.5
Morgan, Adam,605388,CHC,FF,4-Seamer,-1,-1,62,14,15,0.2,0.3,0.33,4.8,0,0,0.15,0.256,0.326,36.4
Aguilar, Miguel,620396,ARI,FF,4-Seamer,-0.2,0,62,59.6,15,0.25,0.25,0.293,18.5,6.7,7.7,0.192,0.246,0.263,16.7
May, Dustin,669160,LAD,FF,4-Seamer,-0.8,-1,70,19,15,0.214,0.429,0.3,22.2,46.7,23.3,0.177,0.397,0.271,57.1
Anderson, Nick,623433,TB,FF,4-Seamer,0.4,0,68,66.7,15,0.231,0.692,0.42,11.8,0,0,0.468,1.284,0.716,53.8
Cahill, Trevor,502239,PIT,FF,4-Seamer,-2.3,-1,41,6.2,15,0.214,0.214,0.227,22.2,33.3,17.9,0.223,0.265,0.247,11.1
Valdez, César,491624,BAL,FF,4-Seamer,0.4,0,66,8.7,14,0.308,0.538,0.382,16,21.4,30,0.316,0.478,0.361,40
Feltner, Ryan,663372,COL,FF,4-Seamer,3.6,3,76,53.5,14,0.545,1.091,0.693,26.7,7.1,7.7,0.377,0.671,0.497,30
Adon, Joan,672851,WSH,FF,4-Seamer,3.4,2,50,53.2,14,0.5,0.8,0.6,10.5,21.4,37.5,0.33,0.681,0.5,71.4
Mills, Wyatt,670090,SEA,FF,4-Seamer,7.7,4,52,22.6,14,0.4,0.9,0.586,30,28.6,18.2,0.253,0.558,0.441,66.7
Perez, Francisco,660906,CLE,FF,4-Seamer,0.8,1,70,57.4,14,0.4,0.5,0.432,14.8,0,0,0.2,0.296,0.312,45.5
Hartlieb, Geoff,664129,NYM,FF,4-Seamer,1.7,1,48,22.5,14,0.3,0.4,0.418,16,7.1,10,0.31,0.458,0.436,44.4
Devenski, Chris,606965,ARI,FF,4-Seamer,7.8,4,49,33.8,14,0.538,0.923,0.629,9.5,7.1,11.1,0.475,1.107,0.66,50
Effross, Scott,664123,CHC,FF,4-Seamer,-2.3,-1,44,19.8,13,0.1,0.1,0.231,41.2,46.2,30,0.099,0.11,0.231,50
Saucedo, Tayler,642048,TOR,FF,4-Seamer,8.7,4,45,10.4,13,0.545,1.091,0.688,18.2,0,0,0.534,1.235,0.727,54.5
Mattson, Isaac,676755,BAL,FF,4-Seamer,2.7,2,60,65.9,13,0.333,0.444,0.45,18.5,7.7,5.9,0.253,0.584,0.455,50
Blewett, Scott,656240,KC,FF,4-Seamer,1.6,1,45,48.9,13,0.273,0.455,0.369,12,15.4,11.8,0.357,0.625,0.457,44.4
Sittinger, Brandyn,670087,ARI,FF,4-Seamer,-0.9,-1,56,70,13,0.3,0.7,0.496,12.9,0,0,0.45,0.857,0.532,63.6
Núñez, Darien,628345,LAD,FF,4-Seamer,1.9,1,58,45.7,13,0.3,0.4,0.396,36,30.8,33.3,0.264,0.456,0.394,66.7
Feliz, Neftalí,491703,LAD,FF,4-Seamer,7.1,3,47,70.1,13,0.182,0.545,0.358,23.1,15.4,15.4,0.283,0.584,0.413,33.3
Kluber, Corey,446372,NYY,FF,4-Seamer,-0.4,0,61,4.6,13,0.2,0.2,0.267,12,23.1,10,0.215,0.387,0.326,62.5
Spitzbarth, Shea,665661,PIT,FF,4-Seamer,-4.3,-2,37,45.1,13,0.2,0.2,0.3,0,7.7,8.3,0.282,0.377,0.378,33.3
Burnes, Corbin,669203,MIL,FF,4-Seamer,7.1,3,40,1.5,13,0.462,0.692,0.496,20,15.4,11.8,0.267,0.397,0.288,54.5
Fedde, Erick,607200,WSH,FF,4-Seamer,6.1,3,48,2,12,0.455,1,0.692,3.7,0,0,0.344,0.686,0.457,45.5
Krehbiel, Joey,607216,BAL,FF,4-Seamer,-1.4,-1,51,38.3,12,0.25,0.375,0.413,20.8,16.7,16.7,0.284,0.403,0.43,33.3
Cobb, Alex,502171,LAA,FF,4-Seamer,-1.4,-1,74,4.7,12,0,0,0.192,13.6,33.3,17.4,0.101,0.166,0.211,33.3
Newberry, Jake,623470,KC,FF,4-Seamer,10.9,5,45,45,12,0.556,1,0.671,16.7,8.3,10,0.501,1.027,0.652,50
James, Josh,657624,HOU,FF,4-Seamer,4,2,40,58,12,0.3,0.7,0.463,42.9,41.7,55.6,0.212,0.58,0.388,80
Gustave, Jandel,594311,MIL,FF,4-Seamer,-0.5,0,51,17.3,12,0.222,0.556,0.417,21.4,25,13.6,0.233,0.578,0.426,50
Sanmartin, Reiver,665665,CIN,FF,4-Seamer,-4.8,-2,51,28.2,12,0,0,0.058,33.3,50,40,0.149,0.181,0.19,40
Gonsalves, Stephen,624427,BOS,FF,4-Seamer,-0.2,0,42,51.2,12,0.111,0.222,0.279,21.7,16.7,14.3,0.16,0.193,0.289,14.3
Del Pozo, Miguel,600887,DET,FF,4-Seamer,-3.8,-2,48,60,12,0.273,0.455,0.342,25,8.3,16.7,0.28,0.346,0.307,20
Mantiply, Joe,573009,ARI,FF,4-Seamer,4.5,2,45,7.2,12,0.25,0.25,0.458,23.5,33.3,16.7,0.188,0.209,0.351,0
Romero, JoJo,668941,PHI,FF,4-Seamer,4.3,3,60,35.1,11,0.4,1,0.591,22.2,36.4,22.2,0.301,0.784,0.471,66.7
Fiers, Mike,571666,OAK,FF,4-Seamer,-1.6,-1,35,23,11,0.222,0.222,0.291,14.3,0,0,0.262,0.507,0.391,33.3
Honeywell Jr, Brent,641703,TB,FF,4-Seamer,2.6,1,39,50,11,0.444,0.778,0.555,22.7,9.1,11.1,0.399,0.79,0.537,62.5
Singer, Brady,663903,KC,FF,4-Seamer,9,3,37,1.6,11,0.286,0.286,0.5,7.7,0,0,0.295,0.361,0.437,28.6
Snyder, Nick,676766,TEX,FF,4-Seamer,3,1,46,78,11,0.375,0.5,0.468,21.7,0,0,0.447,0.491,0.491,50
Szapucki, Thomas,663378,NYM,FF,4-Seamer,5.8,3,53,64.6,11,0.556,1.333,0.768,26.3,18.2,25,0.538,1.197,0.719,71.4
Zerpa, Angel,672582,KC,FF,4-Seamer,-4.6,-2,36,52.9,11,0.091,0.091,0.164,12.5,36.4,40,0.184,0.204,0.169,28.6
Law, Derek,571882,MIN,FF,4-Seamer,3.8,2,66,22.6,11,0.444,0.556,0.486,16.7,9.1,4.8,0.279,0.362,0.352,37.5
Barreda, Manny,518435,BAL,FF,4-Seamer,3.2,1,32,66.7,11,0.222,0.556,0.391,17.6,9.1,14.3,0.242,0.675,0.434,50
Castillo, Diego,650895,SEA,FF,4-Seamer,6.4,2,38,4.1,11,0.333,1.111,0.541,22.2,27.3,12.5,0.214,0.543,0.319,57.1
Gibaut, Ian,664139,MIN,FF,4-Seamer,-3.6,-1,42,40.4,11,0.111,0.222,0.241,23.8,9.1,9.1,0.39,0.654,0.491,75
Avila, Pedro,658648,SD,FF,4-Seamer,-2.9,-1,33,39.3,10,0.222,0.556,0.36,6.7,30,30,0.284,0.596,0.402,50
Kelly, Joe,523260,LAD,FF,4-Seamer,-4.2,-2,49,6.9,10,0.2,0.2,0.18,50,60,35.3,0.151,0.199,0.152,25
Norwood, James,656803,SD,FF,4-Seamer,-1.8,-1,48,51.1,10,0.375,0.375,0.41,25,10,5.9,0.361,0.433,0.418,28.6
Wojciechowski, Asher,592879,NYY,FF,4-Seamer,3.3,1,38,45.8,10,0.25,0.75,0.465,11.8,10,6.7,0.242,0.565,0.408,42.9
Cole, A.J.,595918,TOR,FF,4-Seamer,0,0,48,42.1,10,0.4,0.6,0.43,33.3,10,9.1,0.382,0.675,0.44,66.7
Guzman, Jorge,660422,MIA,FF,4-Seamer,11.5,4,34,55.7,10,0.6,0.8,0.655,46.7,20,25,0.237,0.331,0.477,66.7
Romero, Jhon,664584,WSH,FF,4-Seamer,2.2,1,50,64.1,10,0.333,0.667,0.375,20,20,10,0.265,0.526,0.299,50
